[2025-12-19 17:57:07.855336] Comen ant entrenament de la xarxa.
Neurones d'entrada: 2
Neurones de capes ocultes: 16
Capes ocultes: 2
Neurones de sortida: 1
Taxa d'aprenentatge: 0.001
Deca ment de pesos: 0.0001
Funci  de p rdua: Binary Cross Entropy Loss
Optimitzador: Adam
 poques: 200
[2025-12-19 17:57:08.142993]  poca 01   train loss: 0.4540   val loss: 0.4140
Early stopping activat.
Test Loss: 0.0853, Percentatje d'encert: 88.4000%
Resumint l'entrenament des de l' poca 227
Taxa d'aprenentatge: 5e-05
Deca ment de pesos: 0.0001
 poca 227   train loss: 0.0815   val loss: 0.0907
 poca 228   train loss: 0.1182   val loss: 0.0911
 poca 229   train loss: 0.0970   val loss: 0.0903
 poca 230   train loss: 0.0481   val loss: 0.0904
 poca 231   train loss: 0.0619   val loss: 0.0907
 poca 232   train loss: 0.0771   val loss: 0.0912
 poca 233   train loss: 0.0776   val loss: 0.0906
 poca 234   train loss: 0.0643   val loss: 0.0906
 poca 235   train loss: 0.0869   val loss: 0.0905
 poca 236   train loss: 0.0946   val loss: 0.0902
 poca 237   train loss: 0.0748   val loss: 0.0905
 poca 238   train loss: 0.1142   val loss: 0.0903
 poca 239   train loss: 0.0668   val loss: 0.0906
 poca 240   train loss: 0.1246   val loss: 0.0910
 poca 241   train loss: 0.1214   val loss: 0.0904
 poca 242   train loss: 0.0639   val loss: 0.0902
 poca 243   train loss: 0.1086   val loss: 0.0901
 poca 244   train loss: 0.1395   val loss: 0.0902
 poca 245   train loss: 0.1320   val loss: 0.0900
 poca 246   train loss: 0.0692   val loss: 0.0903
 poca 247   train loss: 0.0991   val loss: 0.0903
 poca 248   train loss: 0.0931   val loss: 0.0905
 poca 249   train loss: 0.0649   val loss: 0.0904
 poca 250   train loss: 0.0916   val loss: 0.0901
 poca 251   train loss: 0.0474   val loss: 0.0906
 poca 252   train loss: 0.1153   val loss: 0.0902
 poca 253   train loss: 0.0948   val loss: 0.0903
 poca 254   train loss: 0.0674   val loss: 0.0913
 poca 255   train loss: 0.1178   val loss: 0.0900
 poca 256   train loss: 0.0691   val loss: 0.0905
 poca 257   train loss: 0.0917   val loss: 0.0906
 poca 258   train loss: 0.0867   val loss: 0.0904
 poca 259   train loss: 0.0998   val loss: 0.0908
 poca 260   train loss: 0.0881   val loss: 0.0904
 poca 261   train loss: 0.0727   val loss: 0.0905
 poca 262   train loss: 0.0387   val loss: 0.0907
 poca 263   train loss: 0.1029   val loss: 0.0907
 poca 264   train loss: 0.0637   val loss: 0.0904
 poca 265   train loss: 0.0710   val loss: 0.0901
 poca 266   train loss: 0.1457   val loss: 0.0909
 poca 267   train loss: 0.0548   val loss: 0.0902
 poca 268   train loss: 0.0593   val loss: 0.0906
 poca 269   train loss: 0.0616   val loss: 0.0903
 poca 270   train loss: 0.1196   val loss: 0.0915
 poca 271   train loss: 0.0638   val loss: 0.0911
 poca 272   train loss: 0.0400   val loss: 0.0906
 poca 273   train loss: 0.0879   val loss: 0.0911
 poca 274   train loss: 0.0833   val loss: 0.0906
 poca 275   train loss: 0.0341   val loss: 0.0905
 poca 276   train loss: 0.0728   val loss: 0.0906
 poca 277   train loss: 0.0844   val loss: 0.0905
 poca 278   train loss: 0.0756   val loss: 0.0900
 poca 279   train loss: 0.0717   val loss: 0.0901
 poca 280   train loss: 0.1199   val loss: 0.0905
 poca 281   train loss: 0.0644   val loss: 0.0901
 poca 282   train loss: 0.1195   val loss: 0.0903
 poca 283   train loss: 0.0785   val loss: 0.0902
 poca 284   train loss: 0.1103   val loss: 0.0904
 poca 285   train loss: 0.0549   val loss: 0.0905
Early stopping activat.
Test Loss: 0.0947, Percentatje d'encert: 87.1000%
Resumint l'entrenament des de l' poca 286
Taxa d'aprenentatge: 5e-05
Deca ment de pesos: 0.0001
 poca 286   train loss: 0.0423   val loss: 0.0827
 poca 287   train loss: 0.1312   val loss: 0.0835
 poca 288   train loss: 0.0888   val loss: 0.0837
 poca 289   train loss: 0.0648   val loss: 0.0838
 poca 290   train loss: 0.0860   val loss: 0.0840
 poca 291   train loss: 0.0869   val loss: 0.0829
 poca 292   train loss: 0.0627   val loss: 0.0832
 poca 293   train loss: 0.1171   val loss: 0.0831
 poca 294   train loss: 0.0628   val loss: 0.0826
 poca 295   train loss: 0.0908   val loss: 0.0829
 poca 296   train loss: 0.1182   val loss: 0.0830
 poca 297   train loss: 0.1095   val loss: 0.0830
 poca 298   train loss: 0.0812   val loss: 0.0826
 poca 299   train loss: 0.0826   val loss: 0.0827
 poca 300   train loss: 0.0411   val loss: 0.0841
 poca 301   train loss: 0.0576   val loss: 0.0834
 poca 302   train loss: 0.0611   val loss: 0.0830
 poca 303   train loss: 0.0825   val loss: 0.0838
 poca 304   train loss: 0.0813   val loss: 0.0829
 poca 305   train loss: 0.1575   val loss: 0.0839
 poca 306   train loss: 0.1208   val loss: 0.0831
 poca 307   train loss: 0.1100   val loss: 0.0839
 poca 308   train loss: 0.0627   val loss: 0.0832
 poca 309   train loss: 0.1173   val loss: 0.0837
 poca 310   train loss: 0.0785   val loss: 0.0827
 poca 311   train loss: 0.0993   val loss: 0.0843
 poca 312   train loss: 0.0994   val loss: 0.0835
 poca 313   train loss: 0.0517   val loss: 0.0839
 poca 314   train loss: 0.0831   val loss: 0.0830
 poca 315   train loss: 0.0719   val loss: 0.0831
 poca 316   train loss: 0.1160   val loss: 0.0838
 poca 317   train loss: 0.0817   val loss: 0.0835
 poca 318   train loss: 0.1270   val loss: 0.0833
 poca 319   train loss: 0.0784   val loss: 0.0840
 poca 320   train loss: 0.0646   val loss: 0.0832
 poca 321   train loss: 0.1169   val loss: 0.0835
 poca 322   train loss: 0.0533   val loss: 0.0840
 poca 323   train loss: 0.0845   val loss: 0.0839
 poca 324   train loss: 0.1069   val loss: 0.0837
 poca 325   train loss: 0.0517   val loss: 0.0829
 poca 326   train loss: 0.1333   val loss: 0.0834
 poca 327   train loss: 0.1192   val loss: 0.0838
 poca 328   train loss: 0.0572   val loss: 0.0835
Early stopping activat.
Test Loss: 0.0824, Percentatje d'encert: 89.3000%
Resumint l'entrenament des de l' poca 329
Taxa d'aprenentatge: 1e-05
Deca ment de pesos: 0.0001
 poca 329   train loss: 0.1253   val loss: 0.0745
 poca 330   train loss: 0.0539   val loss: 0.0750
 poca 331   train loss: 0.1125   val loss: 0.0756
 poca 332   train loss: 0.0865   val loss: 0.0777
 poca 333   train loss: 0.1225   val loss: 0.0767
 poca 334   train loss: 0.0521   val loss: 0.0764
 poca 335   train loss: 0.1216   val loss: 0.0769
 poca 336   train loss: 0.0885   val loss: 0.0768
 poca 337   train loss: 0.0871   val loss: 0.0757
 poca 338   train loss: 0.0442   val loss: 0.0747
 poca 339   train loss: 0.0719   val loss: 0.0774
 poca 340   train loss: 0.0726   val loss: 0.0766
 poca 341   train loss: 0.0349   val loss: 0.0784
 poca 342   train loss: 0.1268   val loss: 0.0782
 poca 343   train loss: 0.0531   val loss: 0.0796
 poca 344   train loss: 0.1682   val loss: 0.0748
 poca 345   train loss: 0.0920   val loss: 0.0770
 poca 346   train loss: 0.1057   val loss: 0.0764
 poca 347   train loss: 0.1429   val loss: 0.0750
 poca 348   train loss: 0.0701   val loss: 0.0771
 poca 349   train loss: 0.1250   val loss: 0.0760
 poca 350   train loss: 0.1276   val loss: 0.0747
 poca 351   train loss: 0.0583   val loss: 0.0771
 poca 352   train loss: 0.1003   val loss: 0.0754
 poca 353   train loss: 0.0832   val loss: 0.0753
 poca 354   train loss: 0.1134   val loss: 0.0758
 poca 355   train loss: 0.0965   val loss: 0.0767
 poca 356   train loss: 0.0765   val loss: 0.0786
 poca 357   train loss: 0.1562   val loss: 0.0779
 poca 358   train loss: 0.0632   val loss: 0.0756
 poca 359   train loss: 0.0748   val loss: 0.0776
Early stopping activat.
Test Loss: 0.0833, Percentatje d'encert: 89.1000%
Resumint l'entrenament des de l' poca 360
Taxa d'aprenentatge: 1e-05
Deca ment de pesos: 0.0001
 poca 360   train loss: 0.1036   val loss: 0.0868
 poca 361   train loss: 0.0840   val loss: 0.0871
 poca 362   train loss: 0.0815   val loss: 0.0860
 poca 363   train loss: 0.0504   val loss: 0.0865
 poca 364   train loss: 0.0590   val loss: 0.0869
 poca 365   train loss: 0.0883   val loss: 0.0867
 poca 366   train loss: 0.0546   val loss: 0.0867
 poca 367   train loss: 0.0452   val loss: 0.0866
 poca 368   train loss: 0.0992   val loss: 0.0874
 poca 369   train loss: 0.0428   val loss: 0.0860
 poca 370   train loss: 0.0639   val loss: 0.0860
 poca 371   train loss: 0.0546   val loss: 0.0871
 poca 372   train loss: 0.1046   val loss: 0.0859
 poca 373   train loss: 0.1201   val loss: 0.0867
 poca 374   train loss: 0.1012   val loss: 0.0862
 poca 375   train loss: 0.0219   val loss: 0.0862
 poca 376   train loss: 0.1330   val loss: 0.0866
 poca 377   train loss: 0.0715   val loss: 0.0867
 poca 378   train loss: 0.0878   val loss: 0.0854
 poca 379   train loss: 0.1097   val loss: 0.0858
 poca 380   train loss: 0.0491   val loss: 0.0863
 poca 381   train loss: 0.0476   val loss: 0.0856
 poca 382   train loss: 0.0385   val loss: 0.0862
 poca 383   train loss: 0.0741   val loss: 0.0857
 poca 384   train loss: 0.0181   val loss: 0.0849
 poca 385   train loss: 0.0564   val loss: 0.0860
 poca 386   train loss: 0.1182   val loss: 0.0843
 poca 387   train loss: 0.0698   val loss: 0.0845
 poca 388   train loss: 0.1335   val loss: 0.0850
 poca 389   train loss: 0.1164   val loss: 0.0856
 poca 390   train loss: 0.0985   val loss: 0.0846
 poca 391   train loss: 0.1274   val loss: 0.0851
 poca 392   train loss: 0.0891   val loss: 0.0854
 poca 393   train loss: 0.0718   val loss: 0.0846
 poca 394   train loss: 0.1055   val loss: 0.0845
 poca 395   train loss: 0.1294   val loss: 0.0844
 poca 396   train loss: 0.0709   val loss: 0.0852
 poca 397   train loss: 0.0773   val loss: 0.0851
 poca 398   train loss: 0.0708   val loss: 0.0847
 poca 399   train loss: 0.1350   val loss: 0.0843
 poca 400   train loss: 0.0777   val loss: 0.0842
 poca 401   train loss: 0.0688   val loss: 0.0837
 poca 402   train loss: 0.0317   val loss: 0.0840
 poca 403   train loss: 0.0805   val loss: 0.0854
 poca 404   train loss: 0.1266   val loss: 0.0842
 poca 405   train loss: 0.0874   val loss: 0.0836
 poca 406   train loss: 0.1517   val loss: 0.0839
 poca 407   train loss: 0.0968   val loss: 0.0835
 poca 408   train loss: 0.1030   val loss: 0.0833
 poca 409   train loss: 0.1016   val loss: 0.0837
 poca 410   train loss: 0.0801   val loss: 0.0836
 poca 411   train loss: 0.0644   val loss: 0.0835
 poca 412   train loss: 0.1102   val loss: 0.0837
 poca 413   train loss: 0.1422   val loss: 0.0826
 poca 414   train loss: 0.0703   val loss: 0.0821
 poca 415   train loss: 0.0574   val loss: 0.0830
 poca 416   train loss: 0.1047   val loss: 0.0826
 poca 417   train loss: 0.0574   val loss: 0.0821
 poca 418   train loss: 0.1202   val loss: 0.0817
 poca 419   train loss: 0.0372   val loss: 0.0832
 poca 420   train loss: 0.0552   val loss: 0.0821
 poca 421   train loss: 0.0830   val loss: 0.0822
 poca 422   train loss: 0.0659   val loss: 0.0816
 poca 423   train loss: 0.0880   val loss: 0.0815
 poca 424   train loss: 0.0360   val loss: 0.0817
 poca 425   train loss: 0.0464   val loss: 0.0822
 poca 426   train loss: 0.0594   val loss: 0.0823
 poca 427   train loss: 0.0724   val loss: 0.0811
 poca 428   train loss: 0.0667   val loss: 0.0806
 poca 429   train loss: 0.0495   val loss: 0.0809
 poca 430   train loss: 0.0252   val loss: 0.0807
 poca 431   train loss: 0.1103   val loss: 0.0798
 poca 432   train loss: 0.0523   val loss: 0.0811
 poca 433   train loss: 0.1251   val loss: 0.0816
 poca 434   train loss: 0.0483   val loss: 0.0810
 poca 435   train loss: 0.0324   val loss: 0.0803
 poca 436   train loss: 0.0968   val loss: 0.0802
 poca 437   train loss: 0.0535   val loss: 0.0803
 poca 438   train loss: 0.0541   val loss: 0.0796
 poca 439   train loss: 0.1015   val loss: 0.0812
 poca 440   train loss: 0.0418   val loss: 0.0796
 poca 441   train loss: 0.0734   val loss: 0.0803
 poca 442   train loss: 0.0485   val loss: 0.0805
 poca 443   train loss: 0.0763   val loss: 0.0791
 poca 444   train loss: 0.0541   val loss: 0.0799
 poca 445   train loss: 0.0533   val loss: 0.0799
 poca 446   train loss: 0.0737   val loss: 0.0795
 poca 447   train loss: 0.0543   val loss: 0.0799
 poca 448   train loss: 0.0291   val loss: 0.0794
 poca 449   train loss: 0.1136   val loss: 0.0795
 poca 450   train loss: 0.1189   val loss: 0.0792
 poca 451   train loss: 0.0552   val loss: 0.0793
 poca 452   train loss: 0.0475   val loss: 0.0803
 poca 453   train loss: 0.0726   val loss: 0.0786
 poca 454   train loss: 0.1206   val loss: 0.0798
 poca 455   train loss: 0.0834   val loss: 0.0792
 poca 456   train loss: 0.0905   val loss: 0.0786
 poca 457   train loss: 0.0876   val loss: 0.0793
 poca 458   train loss: 0.1181   val loss: 0.0791
 poca 459   train loss: 0.0749   val loss: 0.0795
 poca 460   train loss: 0.0779   val loss: 0.0791
 poca 461   train loss: 0.1188   val loss: 0.0794
 poca 462   train loss: 0.0809   val loss: 0.0787
 poca 463   train loss: 0.0513   val loss: 0.0787
 poca 464   train loss: 0.0781   val loss: 0.0781
 poca 465   train loss: 0.0526   val loss: 0.0780
 poca 466   train loss: 0.0439   val loss: 0.0792
 poca 467   train loss: 0.0751   val loss: 0.0786
 poca 468   train loss: 0.0824   val loss: 0.0782
 poca 469   train loss: 0.1108   val loss: 0.0785
 poca 470   train loss: 0.0391   val loss: 0.0781
 poca 471   train loss: 0.1329   val loss: 0.0784
 poca 472   train loss: 0.0781   val loss: 0.0777
 poca 473   train loss: 0.1328   val loss: 0.0779
 poca 474   train loss: 0.0606   val loss: 0.0782
 poca 475   train loss: 0.0990   val loss: 0.0775
 poca 476   train loss: 0.0994   val loss: 0.0790
 poca 477   train loss: 0.0980   val loss: 0.0778
 poca 478   train loss: 0.1127   val loss: 0.0776
 poca 479   train loss: 0.0898   val loss: 0.0775
 poca 480   train loss: 0.0695   val loss: 0.0784
 poca 481   train loss: 0.0811   val loss: 0.0772
 poca 482   train loss: 0.0786   val loss: 0.0769
 poca 483   train loss: 0.0471   val loss: 0.0777
 poca 484   train loss: 0.0440   val loss: 0.0772
 poca 485   train loss: 0.0531   val loss: 0.0774
 poca 486   train loss: 0.0806   val loss: 0.0782
 poca 487   train loss: 0.1131   val loss: 0.0769
 poca 488   train loss: 0.0458   val loss: 0.0781
 poca 489   train loss: 0.0514   val loss: 0.0766
 poca 490   train loss: 0.0722   val loss: 0.0772
 poca 491   train loss: 0.0438   val loss: 0.0779
 poca 492   train loss: 0.0504   val loss: 0.0774
 poca 493   train loss: 0.0260   val loss: 0.0774
 poca 494   train loss: 0.0841   val loss: 0.0766
 poca 495   train loss: 0.0680   val loss: 0.0774
 poca 496   train loss: 0.0876   val loss: 0.0765
 poca 497   train loss: 0.0986   val loss: 0.0766
 poca 498   train loss: 0.0586   val loss: 0.0769
 poca 499   train loss: 0.0524   val loss: 0.0768
 poca 500   train loss: 0.1319   val loss: 0.0778
 poca 501   train loss: 0.0909   val loss: 0.0789
 poca 502   train loss: 0.0579   val loss: 0.0775
 poca 503   train loss: 0.1003   val loss: 0.0780
 poca 504   train loss: 0.0886   val loss: 0.0763
 poca 505   train loss: 0.0544   val loss: 0.0769
 poca 506   train loss: 0.0552   val loss: 0.0777
 poca 507   train loss: 0.1363   val loss: 0.0768
 poca 508   train loss: 0.0875   val loss: 0.0775
 poca 509   train loss: 0.0784   val loss: 0.0763
 poca 510   train loss: 0.0493   val loss: 0.0774
 poca 511   train loss: 0.0698   val loss: 0.0775
 poca 512   train loss: 0.0904   val loss: 0.0766
 poca 513   train loss: 0.0512   val loss: 0.0775
 poca 514   train loss: 0.1064   val loss: 0.0770
 poca 515   train loss: 0.0679   val loss: 0.0771
 poca 516   train loss: 0.1103   val loss: 0.0764
 poca 517   train loss: 0.0691   val loss: 0.0771
 poca 518   train loss: 0.0733   val loss: 0.0768
 poca 519   train loss: 0.0714   val loss: 0.0767
 poca 520   train loss: 0.0789   val loss: 0.0763
 poca 521   train loss: 0.0919   val loss: 0.0764
 poca 522   train loss: 0.0989   val loss: 0.0763
 poca 523   train loss: 0.0420   val loss: 0.0772
 poca 524   train loss: 0.0723   val loss: 0.0768
 poca 525   train loss: 0.1027   val loss: 0.0766
 poca 526   train loss: 0.0471   val loss: 0.0765
 poca 527   train loss: 0.0629   val loss: 0.0760
 poca 528   train loss: 0.0447   val loss: 0.0759
 poca 529   train loss: 0.0564   val loss: 0.0762
 poca 530   train loss: 0.0463   val loss: 0.0760
 poca 531   train loss: 0.0728   val loss: 0.0762
 poca 532   train loss: 0.0745   val loss: 0.0761
 poca 533   train loss: 0.0829   val loss: 0.0765
 poca 534   train loss: 0.0272   val loss: 0.0772
 poca 535   train loss: 0.0988   val loss: 0.0773
 poca 536   train loss: 0.0875   val loss: 0.0768
 poca 537   train loss: 0.0546   val loss: 0.0772
 poca 538   train loss: 0.0526   val loss: 0.0764
 poca 539   train loss: 0.0880   val loss: 0.0770
 poca 540   train loss: 0.0523   val loss: 0.0764
 poca 541   train loss: 0.0666   val loss: 0.0764
 poca 542   train loss: 0.0561   val loss: 0.0767
 poca 543   train loss: 0.0710   val loss: 0.0770
 poca 544   train loss: 0.0844   val loss: 0.0762
 poca 545   train loss: 0.0799   val loss: 0.0762
 poca 546   train loss: 0.0364   val loss: 0.0775
 poca 547   train loss: 0.0457   val loss: 0.0764
 poca 548   train loss: 0.0451   val loss: 0.0762
 poca 549   train loss: 0.0451   val loss: 0.0769
 poca 550   train loss: 0.0335   val loss: 0.0771
 poca 551   train loss: 0.0670   val loss: 0.0756
 poca 552   train loss: 0.0472   val loss: 0.0767
 poca 553   train loss: 0.0484   val loss: 0.0762
 poca 554   train loss: 0.0770   val loss: 0.0765
 poca 555   train loss: 0.0725   val loss: 0.0773
 poca 556   train loss: 0.1365   val loss: 0.0766
 poca 557   train loss: 0.0952   val loss: 0.0775
 poca 558   train loss: 0.0280   val loss: 0.0766
 poca 559   train loss: 0.0675   val loss: 0.0768
Test Loss: 0.0814, Percentatje d'encert: 89.6000%
Resumint l'entrenament des de l' poca 560
Taxa d'aprenentatge: 1e-05
Deca ment de pesos: 0.0001
 poca 560   train loss: 0.0664   val loss: 0.0730
 poca 561   train loss: 0.0850   val loss: 0.0717
 poca 562   train loss: 0.0842   val loss: 0.0714
 poca 563   train loss: 0.0982   val loss: 0.0724
 poca 564   train loss: 0.1102   val loss: 0.0718
 poca 565   train loss: 0.0576   val loss: 0.0719
 poca 566   train loss: 0.0510   val loss: 0.0722
 poca 567   train loss: 0.0453   val loss: 0.0716
 poca 568   train loss: 0.0604   val loss: 0.0715
 poca 569   train loss: 0.0438   val loss: 0.0716
 poca 570   train loss: 0.0735   val loss: 0.0722
 poca 571   train loss: 0.0741   val loss: 0.0721
 poca 572   train loss: 0.0673   val loss: 0.0720
 poca 573   train loss: 0.0364   val loss: 0.0726
 poca 574   train loss: 0.0884   val loss: 0.0730
 poca 575   train loss: 0.0518   val loss: 0.0717
 poca 576   train loss: 0.0482   val loss: 0.0730
 poca 577   train loss: 0.0700   val loss: 0.0717
 poca 578   train loss: 0.1416   val loss: 0.0720
 poca 579   train loss: 0.0814   val loss: 0.0722
 poca 580   train loss: 0.1216   val loss: 0.0717
 poca 581   train loss: 0.0945   val loss: 0.0724
 poca 582   train loss: 0.0791   val loss: 0.0721
 poca 583   train loss: 0.0593   val loss: 0.0717
 poca 584   train loss: 0.1433   val loss: 0.0714
 poca 585   train loss: 0.1394   val loss: 0.0720
 poca 586   train loss: 0.1149   val loss: 0.0718
 poca 587   train loss: 0.0552   val loss: 0.0719
 poca 588   train loss: 0.0924   val loss: 0.0716
 poca 589   train loss: 0.0795   val loss: 0.0725
 poca 590   train loss: 0.0753   val loss: 0.0718
 poca 591   train loss: 0.1511   val loss: 0.0721
 poca 592   train loss: 0.0719   val loss: 0.0722
 poca 593   train loss: 0.1036   val loss: 0.0719
 poca 594   train loss: 0.1049   val loss: 0.0718
 poca 595   train loss: 0.0528   val loss: 0.0718
 poca 596   train loss: 0.1167   val loss: 0.0720
 poca 597   train loss: 0.0832   val loss: 0.0728
 poca 598   train loss: 0.0830   val loss: 0.0714
 poca 599   train loss: 0.0760   val loss: 0.0715
 poca 600   train loss: 0.0260   val loss: 0.0720
 poca 601   train loss: 0.0523   val loss: 0.0719
 poca 602   train loss: 0.0306   val loss: 0.0720
 poca 603   train loss: 0.1182   val loss: 0.0719
 poca 604   train loss: 0.0697   val loss: 0.0723
 poca 605   train loss: 0.1104   val loss: 0.0715
 poca 606   train loss: 0.0772   val loss: 0.0714
 poca 607   train loss: 0.0951   val loss: 0.0719
 poca 608   train loss: 0.1088   val loss: 0.0715
 poca 609   train loss: 0.0275   val loss: 0.0718
 poca 610   train loss: 0.0559   val loss: 0.0716
 poca 611   train loss: 0.1189   val loss: 0.0715
 poca 612   train loss: 0.1300   val loss: 0.0715
 poca 613   train loss: 0.0320   val loss: 0.0715
 poca 614   train loss: 0.0784   val loss: 0.0723
 poca 615   train loss: 0.0759   val loss: 0.0713
 poca 616   train loss: 0.0774   val loss: 0.0726
 poca 617   train loss: 0.0992   val loss: 0.0713
 poca 618   train loss: 0.0399   val loss: 0.0718
 poca 619   train loss: 0.0832   val loss: 0.0713
 poca 620   train loss: 0.0558   val loss: 0.0722
 poca 621   train loss: 0.1407   val loss: 0.0712
 poca 622   train loss: 0.0717   val loss: 0.0713
 poca 623   train loss: 0.0547   val loss: 0.0711
 poca 624   train loss: 0.0698   val loss: 0.0717
 poca 625   train loss: 0.0853   val loss: 0.0715
 poca 626   train loss: 0.0839   val loss: 0.0711
 poca 627   train loss: 0.0653   val loss: 0.0721
 poca 628   train loss: 0.0450   val loss: 0.0718
 poca 629   train loss: 0.0719   val loss: 0.0714
 poca 630   train loss: 0.0621   val loss: 0.0718
 poca 631   train loss: 0.0529   val loss: 0.0713
 poca 632   train loss: 0.0605   val loss: 0.0712
 poca 633   train loss: 0.0802   val loss: 0.0723
 poca 634   train loss: 0.0820   val loss: 0.0710
 poca 635   train loss: 0.0565   val loss: 0.0714
 poca 636   train loss: 0.1138   val loss: 0.0712
 poca 637   train loss: 0.0407   val loss: 0.0714
 poca 638   train loss: 0.0532   val loss: 0.0724
 poca 639   train loss: 0.0815   val loss: 0.0715
 poca 640   train loss: 0.0827   val loss: 0.0735
 poca 641   train loss: 0.0696   val loss: 0.0711
 poca 642   train loss: 0.0980   val loss: 0.0720
 poca 643   train loss: 0.0287   val loss: 0.0715
 poca 644   train loss: 0.0578   val loss: 0.0711
 poca 645   train loss: 0.0765   val loss: 0.0719
 poca 646   train loss: 0.1432   val loss: 0.0712
 poca 647   train loss: 0.0598   val loss: 0.0732
 poca 648   train loss: 0.0736   val loss: 0.0718
 poca 649   train loss: 0.0602   val loss: 0.0726
 poca 650   train loss: 0.0819   val loss: 0.0719
 poca 651   train loss: 0.0504   val loss: 0.0709
 poca 652   train loss: 0.0635   val loss: 0.0717
 poca 653   train loss: 0.1111   val loss: 0.0709
 poca 654   train loss: 0.1393   val loss: 0.0711
 poca 655   train loss: 0.0842   val loss: 0.0709
 poca 656   train loss: 0.0389   val loss: 0.0719
 poca 657   train loss: 0.0856   val loss: 0.0737
 poca 658   train loss: 0.0941   val loss: 0.0716
 poca 659   train loss: 0.0998   val loss: 0.0713
 poca 660   train loss: 0.0553   val loss: 0.0717
 poca 661   train loss: 0.0730   val loss: 0.0718
 poca 662   train loss: 0.0910   val loss: 0.0725
 poca 663   train loss: 0.0692   val loss: 0.0716
 poca 664   train loss: 0.0864   val loss: 0.0711
 poca 665   train loss: 0.0932   val loss: 0.0721
 poca 666   train loss: 0.0611   val loss: 0.0709
 poca 667   train loss: 0.0899   val loss: 0.0708
 poca 668   train loss: 0.0438   val loss: 0.0719
 poca 669   train loss: 0.0580   val loss: 0.0709
 poca 670   train loss: 0.0894   val loss: 0.0709
 poca 671   train loss: 0.0649   val loss: 0.0716
 poca 672   train loss: 0.0499   val loss: 0.0708
 poca 673   train loss: 0.0582   val loss: 0.0721
 poca 674   train loss: 0.0835   val loss: 0.0712
 poca 675   train loss: 0.0856   val loss: 0.0723
 poca 676   train loss: 0.0657   val loss: 0.0724
 poca 677   train loss: 0.0902   val loss: 0.0717
 poca 678   train loss: 0.0562   val loss: 0.0708
 poca 679   train loss: 0.0625   val loss: 0.0709
 poca 680   train loss: 0.1173   val loss: 0.0714
 poca 681   train loss: 0.0860   val loss: 0.0713
 poca 682   train loss: 0.0406   val loss: 0.0725
 poca 683   train loss: 0.0701   val loss: 0.0708
 poca 684   train loss: 0.0782   val loss: 0.0726
 poca 685   train loss: 0.0515   val loss: 0.0726
 poca 686   train loss: 0.1000   val loss: 0.0721
 poca 687   train loss: 0.0756   val loss: 0.0713
 poca 688   train loss: 0.0608   val loss: 0.0716
 poca 689   train loss: 0.0872   val loss: 0.0709
 poca 690   train loss: 0.0673   val loss: 0.0711
 poca 691   train loss: 0.0850   val loss: 0.0712
 poca 692   train loss: 0.0520   val loss: 0.0717
 poca 693   train loss: 0.1112   val loss: 0.0710
 poca 694   train loss: 0.0438   val loss: 0.0718
 poca 695   train loss: 0.1087   val loss: 0.0712
 poca 696   train loss: 0.0222   val loss: 0.0718
 poca 697   train loss: 0.0799   val loss: 0.0709
 poca 698   train loss: 0.0713   val loss: 0.0710
 poca 699   train loss: 0.0311   val loss: 0.0715
 poca 700   train loss: 0.0406   val loss: 0.0714
 poca 701   train loss: 0.0932   val loss: 0.0709
 poca 702   train loss: 0.0791   val loss: 0.0726
 poca 703   train loss: 0.0587   val loss: 0.0715
 poca 704   train loss: 0.0672   val loss: 0.0712
 poca 705   train loss: 0.0708   val loss: 0.0714
 poca 706   train loss: 0.0876   val loss: 0.0706
 poca 707   train loss: 0.1563   val loss: 0.0709
 poca 708   train loss: 0.0686   val loss: 0.0719
 poca 709   train loss: 0.0768   val loss: 0.0716
 poca 710   train loss: 0.1042   val loss: 0.0710
 poca 711   train loss: 0.0420   val loss: 0.0709
 poca 712   train loss: 0.0368   val loss: 0.0712
 poca 713   train loss: 0.0714   val loss: 0.0715
 poca 714   train loss: 0.0577   val loss: 0.0727
 poca 715   train loss: 0.0707   val loss: 0.0712
 poca 716   train loss: 0.0549   val loss: 0.0715
 poca 717   train loss: 0.0910   val loss: 0.0708
 poca 718   train loss: 0.0400   val loss: 0.0717
 poca 719   train loss: 0.0716   val loss: 0.0721
 poca 720   train loss: 0.1406   val loss: 0.0713
 poca 721   train loss: 0.0361   val loss: 0.0713
 poca 722   train loss: 0.0983   val loss: 0.0718
 poca 723   train loss: 0.0661   val loss: 0.0714
 poca 724   train loss: 0.0753   val loss: 0.0713
 poca 725   train loss: 0.0302   val loss: 0.0719
 poca 726   train loss: 0.1036   val loss: 0.0716
 poca 727   train loss: 0.1435   val loss: 0.0711
 poca 728   train loss: 0.0739   val loss: 0.0713
 poca 729   train loss: 0.0604   val loss: 0.0706
 poca 730   train loss: 0.0976   val loss: 0.0706
 poca 731   train loss: 0.0767   val loss: 0.0708
 poca 732   train loss: 0.0784   val loss: 0.0725
 poca 733   train loss: 0.0733   val loss: 0.0706
 poca 734   train loss: 0.0579   val loss: 0.0713
 poca 735   train loss: 0.0426   val loss: 0.0712
 poca 736   train loss: 0.0984   val loss: 0.0716
 poca 737   train loss: 0.0996   val loss: 0.0721
 poca 738   train loss: 0.0450   val loss: 0.0721
 poca 739   train loss: 0.0491   val loss: 0.0734
